id_wypozyczenia,id_pracownika,id_auta,id_klienta,id_rodzaj_wypozyczenia,stan_licznika_przed,data_wypozyczenia,id_rezerwacji,id_oddzialu,uwagi
2042,57,125,307,229,573722,19/04/2022,480,75,uwagi
2043,803,128,948,105,532908,14/04/2022,536,738,uwagi
2044,466,61,215,193,539924,19/04/2022,366,458,uwagi
2045,576,421,792,476,520020,10/04/2022,237,174,uwagi
2046,339,681,11,396,580464,06/04/2022,318,625,uwagi
2047,542,798,699,345,592489,08/04/2022,647,450,uwagi
2048,254,183,187,720,524310,05/04/2022,402,913,uwagi
2049,643,767,371,218,518637,14/04/2022,162,694,uwagi
2050,387,398,868,726,507765,09/04/2022,879,122,uwagi
2051,883,196,746,425,599311,04/04/2022,445,769,uwagi
2052,918,91,218,172,527296,05/04/2022,405,892,uwagi
2053,517,806,805,159,557199,08/04/2022,175,377,uwagi
2054,759,336,70,145,573347,12/04/2022,938,871,uwagi
2055,812,816,992,694,501168,18/04/2022,738,118,uwagi
2056,5,182,887,923,527240,18/04/2022,105,95,uwagi
2057,546,509,987,62,531429,06/04/2022,792,220,uwagi
2058,887,966,596,645,530141,05/04/2022,666,790,uwagi
2059,35,603,660,847,541850,17/04/2022,652,540,uwagi
2060,431,389,657,435,557034,18/04/2022,544,358,uwagi
2061,843,648,453,389,515622,18/04/2022,440,450,uwagi
2062,471,231,670,357,519568,07/04/2022,266,2,uwagi
2063,498,931,792,532,553361,10/04/2022,451,378,uwagi
2064,953,103,918,383,549106,06/04/2022,575,818,uwagi
2065,62,118,176,905,576528,19/04/2022,628,293,uwagi
2066,922,67,742,393,529666,08/04/2022,412,749,uwagi
2067,493,677,751,990,560721,12/04/2022,542,522,uwagi
2068,141,993,900,93,509463,11/04/2022,817,476,uwagi
2069,586,392,293,648,550894,13/04/2022,468,552,uwagi
2070,275,96,844,196,516168,06/04/2022,586,588,uwagi
2071,459,997,337,951,567276,19/04/2022,87,941,uwagi
2072,280,629,462,421,562033,06/04/2022,361,514,uwagi
2073,715,178,989,301,556899,04/04/2022,282,948,uwagi
2074,78,750,499,353,584412,16/04/2022,343,548,uwagi
2075,6,928,136,465,592404,10/04/2022,473,415,uwagi
2076,597,559,355,877,518693,11/04/2022,817,298,uwagi
2077,808,178,812,523,535533,08/04/2022,801,823,uwagi
2078,925,82,771,3,583066,05/04/2022,270,355,uwagi
2079,675,613,903,681,553971,19/04/2022,38,145,uwagi
2080,464,510,560,61,506872,08/04/2022,915,938,uwagi
2081,256,732,235,63,590870,07/04/2022,47,586,uwagi
2082,265,847,409,189,592785,17/04/2022,179,191,uwagi
2083,759,449,545,434,506027,04/04/2022,448,114,uwagi
2084,600,486,259,64,599487,06/04/2022,819,125,uwagi
2085,64,733,62,320,546387,13/04/2022,297,383,uwagi
2086,373,343,968,637,518854,11/04/2022,376,825,uwagi
2087,117,554,16,875,500219,05/04/2022,561,309,uwagi
2088,63,8,422,663,549276,09/04/2022,681,727,uwagi
2089,488,499,851,552,523141,15/04/2022,912,871,uwagi
2090,696,209,253,68,555059,09/04/2022,220,705,uwagi
2091,740,596,530,856,514919,19/04/2022,545,731,uwagi
2092,152,106,39,214,511318,05/04/2022,461,877,uwagi
2093,606,142,603,94,563978,13/04/2022,453,645,uwagi
2094,872,365,516,567,557309,08/04/2022,768,635,uwagi
2095,124,988,339,863,558302,14/04/2022,869,719,uwagi
2096,733,414,449,884,551844,07/04/2022,488,98,uwagi
2097,632,948,974,238,508895,11/04/2022,577,332,uwagi
2098,729,30,976,600,539401,18/04/2022,492,167,uwagi
2099,968,260,801,91,524682,12/04/2022,140,954,uwagi
2100,830,8,672,563,542057,19/04/2022,121,446,uwagi
2101,940,608,544,571,555583,19/04/2022,517,809,uwagi
2102,645,94,140,374,512231,15/04/2022,116,974,uwagi
2103,517,607,140,484,586551,04/04/2022,941,575,uwagi
2104,113,80,528,943,508754,12/04/2022,200,505,uwagi
2105,509,321,950,448,592833,17/04/2022,493,18,uwagi
2106,485,10,826,129,510300,18/04/2022,966,503,uwagi
2107,226,81,476,742,568709,08/04/2022,616,226,uwagi
2108,553,557,800,665,563623,18/04/2022,328,608,uwagi
2109,724,527,112,232,584705,11/04/2022,62,680,uwagi
2110,776,555,697,260,556401,08/04/2022,523,389,uwagi
2111,668,489,891,893,556871,16/04/2022,367,634,uwagi
2112,256,983,859,809,553868,16/04/2022,659,474,uwagi
2113,175,986,81,899,551194,18/04/2022,192,131,uwagi
2114,359,253,810,135,580702,10/04/2022,507,394,uwagi
2115,372,30,783,39,551721,08/04/2022,674,931,uwagi
2116,86,40,565,342,502238,19/04/2022,424,151,uwagi
2117,562,82,624,736,506676,08/04/2022,704,635,uwagi
2118,579,896,766,938,514836,13/04/2022,575,73,uwagi
2119,956,82,466,327,511030,04/04/2022,249,365,uwagi
2120,628,922,295,714,596139,19/04/2022,860,56,uwagi
2121,984,283,206,545,536390,18/04/2022,829,281,uwagi
2122,431,533,916,10,542798,04/04/2022,681,948,uwagi
2123,577,256,20,532,533669,17/04/2022,486,859,uwagi
2124,447,734,223,75,565472,17/04/2022,518,788,uwagi
2125,617,377,844,600,565880,15/04/2022,49,145,uwagi
2126,23,878,426,454,540950,17/04/2022,341,463,uwagi
2127,838,22,410,414,527719,19/04/2022,429,946,uwagi
2128,614,914,804,61,564723,11/04/2022,27,136,uwagi
2129,302,544,924,919,592000,16/04/2022,767,518,uwagi
2130,579,815,663,602,569174,16/04/2022,89,55,uwagi
2131,102,430,518,939,545081,14/04/2022,928,353,uwagi
2132,728,357,299,342,527024,07/04/2022,102,403,uwagi
2133,918,129,539,220,567160,06/04/2022,462,138,uwagi
2134,592,228,656,171,504252,05/04/2022,319,772,uwagi
2135,735,407,827,836,583530,16/04/2022,345,775,uwagi
2136,287,272,127,15,562797,13/04/2022,425,356,uwagi
2137,899,527,759,816,565470,09/04/2022,297,36,uwagi
2138,327,759,173,918,598612,15/04/2022,828,89,uwagi
2139,29,146,861,763,555212,19/04/2022,687,599,uwagi
2140,388,32,373,674,530280,14/04/2022,500,688,uwagi
2141,931,925,44,829,545096,14/04/2022,803,645,uwagi
2142,106,100,680,432,585756,16/04/2022,853,350,uwagi
2143,844,681,439,873,582615,12/04/2022,299,636,uwagi
2144,379,986,234,766,501614,14/04/2022,607,440,uwagi
2145,319,106,127,250,502996,16/04/2022,171,79,uwagi
2146,481,973,724,587,507209,08/04/2022,404,19,uwagi
2147,930,256,369,774,593554,05/04/2022,807,646,uwagi
2148,762,105,281,140,508963,19/04/2022,515,906,uwagi
2149,106,121,345,425,522645,14/04/2022,472,675,uwagi
2150,257,643,754,738,561499,19/04/2022,477,324,uwagi
2151,688,880,343,617,513488,15/04/2022,711,391,uwagi
2152,71,518,36,833,562179,19/04/2022,317,973,uwagi
2153,712,832,878,818,595186,14/04/2022,223,242,uwagi
2154,179,695,917,435,533632,16/04/2022,670,173,uwagi
2155,952,147,496,639,502556,19/04/2022,839,256,uwagi
2156,161,550,646,231,506631,09/04/2022,681,63,uwagi
2157,689,998,36,400,582849,06/04/2022,913,217,uwagi
2158,781,136,459,959,582939,06/04/2022,376,394,uwagi
2159,166,45,566,118,519060,08/04/2022,62,756,uwagi
2160,217,900,11,377,544891,09/04/2022,656,608,uwagi
2161,516,337,671,204,533390,11/04/2022,706,603,uwagi
2162,163,619,820,943,575340,04/04/2022,279,902,uwagi
2163,583,654,295,749,569787,13/04/2022,861,866,uwagi
2164,889,922,621,105,582138,08/04/2022,632,482,uwagi
2165,271,288,89,786,562352,19/04/2022,760,989,uwagi
2166,958,465,592,120,508284,15/04/2022,412,63,uwagi
2167,837,690,964,420,534269,15/04/2022,259,168,uwagi
2168,41,119,34,930,504057,13/04/2022,654,34,uwagi
2169,862,286,515,133,557229,15/04/2022,604,918,uwagi
2170,196,363,907,154,582746,08/04/2022,499,274,uwagi
2171,911,910,336,747,559879,16/04/2022,300,166,uwagi
2172,942,559,334,983,567730,06/04/2022,367,912,uwagi
2173,718,20,945,580,530525,19/04/2022,460,713,uwagi
2174,878,64,630,74,542601,19/04/2022,537,227,uwagi
2175,254,35,500,164,594388,16/04/2022,836,911,uwagi
2176,543,135,76,485,569317,10/04/2022,409,467,uwagi
2177,371,776,378,89,579507,09/04/2022,322,669,uwagi
2178,101,782,381,978,584473,12/04/2022,10,52,uwagi
2179,271,547,278,525,558078,15/04/2022,778,688,uwagi
2180,525,613,599,68,574753,07/04/2022,675,552,uwagi
2181,441,84,18,812,585828,05/04/2022,395,900,uwagi
2182,654,717,568,754,549831,19/04/2022,948,732,uwagi
2183,344,958,783,614,550413,15/04/2022,61,138,uwagi
2184,85,838,826,610,545066,13/04/2022,425,677,uwagi
2185,199,99,229,639,518168,17/04/2022,246,451,uwagi
2186,40,641,350,694,535763,04/04/2022,918,447,uwagi
2187,856,866,179,199,582289,09/04/2022,962,813,uwagi
2188,328,22,951,412,585972,09/04/2022,777,22,uwagi
2189,311,201,699,509,529945,04/04/2022,927,148,uwagi
2190,482,173,598,522,581352,18/04/2022,948,215,uwagi
2191,172,865,662,28,572926,19/04/2022,840,227,uwagi
2192,553,802,39,880,582278,17/04/2022,990,292,uwagi
2193,683,767,313,993,596727,05/04/2022,11,502,uwagi
2194,267,938,649,748,511025,13/04/2022,247,269,uwagi
2195,924,194,484,95,505761,15/04/2022,145,123,uwagi
2196,787,985,349,340,578551,08/04/2022,387,219,uwagi
2197,609,377,510,291,514283,14/04/2022,822,284,uwagi
2198,111,833,786,377,577023,07/04/2022,435,125,uwagi
2199,881,681,394,805,587382,06/04/2022,877,900,uwagi
2200,932,22,22,719,500598,07/04/2022,370,58,uwagi
2201,792,757,276,400,513278,08/04/2022,785,691,uwagi
2202,276,607,975,386,543907,12/04/2022,760,763,uwagi
2203,210,194,888,90,587373,07/04/2022,281,895,uwagi
2204,748,158,794,679,517907,08/04/2022,815,398,uwagi
2205,186,184,455,977,593990,10/04/2022,731,377,uwagi
2206,73,515,67,349,512115,14/04/2022,42,734,uwagi
2207,561,801,497,770,599373,19/04/2022,384,860,uwagi
2208,868,665,754,615,582190,04/04/2022,547,294,uwagi
2209,1,361,692,187,554453,17/04/2022,146,163,uwagi
2210,485,876,539,558,539062,05/04/2022,606,906,uwagi
2211,512,647,640,72,544725,14/04/2022,136,842,uwagi
2212,441,520,701,309,518384,07/04/2022,455,924,uwagi
2213,6,1,218,7,536149,16/04/2022,909,193,uwagi
2214,907,55,356,391,593039,11/04/2022,895,948,uwagi
2215,322,500,853,833,514683,12/04/2022,493,905,uwagi
2216,595,629,747,36,514767,05/04/2022,448,344,uwagi
2217,332,902,267,338,590186,13/04/2022,485,344,uwagi
2218,264,393,537,170,544746,08/04/2022,892,560,uwagi
2219,378,787,508,699,528618,16/04/2022,361,532,uwagi
2220,434,853,437,28,548071,11/04/2022,183,63,uwagi
2221,629,630,406,960,553106,19/04/2022,673,298,uwagi
2222,433,157,642,697,554982,04/04/2022,178,866,uwagi
2223,998,70,426,376,585597,16/04/2022,933,74,uwagi
2224,143,294,606,576,514555,09/04/2022,43,603,uwagi
2225,627,225,665,255,585458,06/04/2022,71,215,uwagi
2226,386,743,512,819,589947,14/04/2022,153,515,uwagi
2227,450,331,381,447,540029,19/04/2022,806,822,uwagi
2228,257,739,896,399,503161,17/04/2022,502,974,uwagi
2229,178,544,576,804,576808,06/04/2022,241,59,uwagi
2230,623,311,273,9,505294,16/04/2022,785,827,uwagi
2231,953,937,342,402,526750,11/04/2022,723,849,uwagi
2232,668,528,670,925,526651,16/04/2022,566,323,uwagi
2233,299,67,297,476,561025,19/04/2022,872,279,uwagi
2234,379,113,337,1,542248,08/04/2022,610,10,uwagi
2235,476,394,837,428,533052,12/04/2022,178,830,uwagi
2236,599,900,678,266,542768,09/04/2022,348,190,uwagi
2237,695,914,513,993,598031,16/04/2022,809,468,uwagi
2238,591,681,747,969,579242,08/04/2022,84,970,uwagi
2239,215,693,980,691,508595,15/04/2022,816,119,uwagi
2240,417,993,948,15,589274,06/04/2022,626,281,uwagi
2241,321,974,471,15,588665,19/04/2022,983,7,uwagi
2242,867,791,475,458,547118,13/04/2022,221,427,uwagi
2243,264,304,397,479,599637,11/04/2022,376,169,uwagi
2244,83,191,287,499,518362,13/04/2022,235,514,uwagi
2245,77,861,794,397,583343,04/04/2022,264,412,uwagi
2246,721,247,419,588,503723,08/04/2022,893,45,uwagi
2247,509,114,471,773,541772,09/04/2022,868,251,uwagi
2248,415,243,420,497,543333,08/04/2022,707,996,uwagi
2249,617,941,509,694,580107,17/04/2022,303,91,uwagi
2250,635,566,502,355,581218,10/04/2022,920,942,uwagi
2251,850,813,987,358,592645,16/04/2022,458,130,uwagi
2252,345,325,381,759,556702,18/04/2022,800,255,uwagi
2253,1,506,250,618,544674,19/04/2022,759,311,uwagi
2254,248,61,401,883,562624,15/04/2022,903,237,uwagi
2255,439,822,179,288,563465,09/04/2022,165,646,uwagi
2256,562,622,776,906,594607,10/04/2022,156,664,uwagi
2257,514,956,919,514,546124,07/04/2022,168,131,uwagi
2258,908,927,442,156,598665,04/04/2022,843,39,uwagi
2259,613,745,275,52,556617,08/04/2022,454,340,uwagi
2260,201,619,985,762,523973,10/04/2022,761,668,uwagi
2261,186,917,331,699,587148,07/04/2022,249,213,uwagi
2262,333,417,344,241,534304,14/04/2022,785,397,uwagi
2263,330,627,435,943,537066,13/04/2022,710,994,uwagi
2264,937,163,333,138,578087,05/04/2022,318,900,uwagi
2265,21,79,567,207,599412,13/04/2022,898,906,uwagi
2266,866,147,118,199,556293,08/04/2022,461,439,uwagi
2267,906,246,836,236,587153,16/04/2022,270,179,uwagi
2268,243,980,173,180,514230,18/04/2022,506,317,uwagi
2269,924,823,217,944,590092,08/04/2022,783,151,uwagi
2270,896,681,56,761,582641,05/04/2022,174,959,uwagi
2271,390,634,398,296,587882,13/04/2022,234,531,uwagi
2272,751,504,710,993,548279,16/04/2022,882,172,uwagi
2273,626,387,489,549,520927,09/04/2022,705,493,uwagi
2274,111,488,643,6,516751,11/04/2022,698,766,uwagi
2275,994,871,725,384,550452,04/04/2022,123,679,uwagi
2276,384,357,210,134,585939,09/04/2022,919,127,uwagi
2277,343,801,298,968,518647,15/04/2022,786,516,uwagi
2278,396,491,8,506,597754,18/04/2022,650,512,uwagi
2279,146,348,278,139,521829,19/04/2022,2,523,uwagi
2280,723,125,201,107,548051,05/04/2022,411,240,uwagi
2281,340,330,367,683,512914,07/04/2022,664,650,uwagi
2282,316,450,165,712,593992,15/04/2022,173,218,uwagi
2283,918,823,729,63,516981,11/04/2022,6,202,uwagi
2284,389,8,724,111,513174,05/04/2022,925,218,uwagi
2285,613,335,457,953,566384,14/04/2022,823,635,uwagi
2286,793,487,284,109,593628,04/04/2022,449,820,uwagi
2287,877,621,38,794,544318,08/04/2022,766,857,uwagi
2288,613,772,58,2,577853,19/04/2022,782,113,uwagi
2289,911,706,330,523,504046,15/04/2022,786,475,uwagi
2290,705,609,109,498,509548,16/04/2022,393,606,uwagi
2291,32,841,426,908,546168,11/04/2022,464,702,uwagi
2292,905,229,558,518,500014,13/04/2022,616,519,uwagi
2293,779,397,631,689,510229,11/04/2022,961,212,uwagi
2294,143,746,687,848,535485,15/04/2022,795,345,uwagi
2295,451,188,951,483,502815,17/04/2022,377,391,uwagi
2296,490,840,92,395,506806,17/04/2022,650,913,uwagi
2297,69,265,432,847,566133,10/04/2022,63,536,uwagi
2298,764,23,748,907,576853,05/04/2022,434,754,uwagi
2299,124,229,98,574,541575,11/04/2022,48,56,uwagi
2300,444,425,446,934,526319,17/04/2022,538,329,uwagi
2301,332,187,242,400,545169,04/04/2022,673,247,uwagi
2302,114,736,783,877,575756,05/04/2022,530,784,uwagi
2303,527,963,537,650,519133,12/04/2022,635,224,uwagi
2304,608,683,280,51,510623,10/04/2022,725,985,uwagi
2305,370,263,314,701,544938,08/04/2022,555,101,uwagi
2306,902,227,347,15,596178,12/04/2022,129,891,uwagi
2307,720,659,674,246,562114,10/04/2022,211,895,uwagi
2308,813,845,119,420,552667,10/04/2022,398,471,uwagi
2309,633,122,456,3,538440,05/04/2022,769,704,uwagi
2310,834,323,804,735,554948,14/04/2022,150,749,uwagi
2311,512,279,640,231,593657,10/04/2022,314,477,uwagi
2312,558,524,371,371,536810,11/04/2022,489,790,uwagi
2313,895,887,261,528,500806,11/04/2022,716,530,uwagi
2314,393,485,234,227,580688,16/04/2022,37,962,uwagi
2315,357,186,711,868,546417,14/04/2022,350,99,uwagi
2316,401,664,575,959,518678,08/04/2022,946,329,uwagi
2317,555,435,119,450,532023,07/04/2022,379,978,uwagi
2318,329,95,508,721,557847,11/04/2022,741,948,uwagi
2319,386,777,909,742,596229,15/04/2022,619,610,uwagi
2320,427,968,708,828,563102,09/04/2022,282,786,uwagi
2321,818,227,115,373,566108,16/04/2022,233,823,uwagi
2322,982,612,800,310,570560,05/04/2022,307,31,uwagi
2323,285,48,978,670,582375,12/04/2022,886,412,uwagi
2324,787,504,21,213,547153,16/04/2022,728,40,uwagi
2325,103,10,826,921,523670,09/04/2022,940,294,uwagi
2326,898,173,116,880,578339,07/04/2022,916,189,uwagi
2327,489,222,220,774,526924,09/04/2022,197,443,uwagi
2328,93,82,854,880,558558,04/04/2022,875,92,uwagi
2329,58,603,132,160,561179,09/04/2022,957,81,uwagi
2330,849,896,374,747,506806,10/04/2022,489,626,uwagi
2331,852,404,815,341,562539,15/04/2022,34,114,uwagi
2332,895,230,556,988,531151,12/04/2022,410,867,uwagi
2333,898,284,959,955,588553,16/04/2022,90,114,uwagi
2334,498,46,194,346,594176,05/04/2022,567,93,uwagi
2335,10,56,718,862,545878,12/04/2022,532,202,uwagi
2336,85,565,316,979,579431,14/04/2022,872,967,uwagi
2337,106,281,834,3,556408,18/04/2022,792,958,uwagi
2338,450,881,72,947,592642,15/04/2022,265,293,uwagi
2339,869,832,385,878,588722,05/04/2022,103,740,uwagi
2340,346,634,941,431,519863,12/04/2022,257,409,uwagi
2341,993,128,376,99,540771,18/04/2022,209,102,uwagi
2342,972,1000,59,422,588035,16/04/2022,130,369,uwagi
2343,807,395,662,675,522659,07/04/2022,46,553,uwagi
2344,114,149,293,460,578218,10/04/2022,234,890,uwagi
2345,981,490,299,974,561634,07/04/2022,675,73,uwagi
2346,25,883,175,996,588252,10/04/2022,234,418,uwagi
2347,763,363,786,570,575760,04/04/2022,447,245,uwagi
2348,985,493,798,98,564083,08/04/2022,90,558,uwagi
2349,424,323,448,404,581193,13/04/2022,747,378,uwagi
2350,429,421,451,453,530373,16/04/2022,625,449,uwagi
2351,187,858,866,950,522020,19/04/2022,651,519,uwagi
2352,978,98,764,962,559017,06/04/2022,561,60,uwagi
2353,231,651,618,655,597316,05/04/2022,66,58,uwagi
2354,786,813,436,214,523312,15/04/2022,886,666,uwagi
2355,537,510,114,724,536717,09/04/2022,980,673,uwagi
2356,588,631,191,566,572783,15/04/2022,955,528,uwagi
2357,318,515,588,549,516538,18/04/2022,205,203,uwagi
2358,139,271,261,924,508257,08/04/2022,697,137,uwagi
2359,316,582,803,853,509155,09/04/2022,917,576,uwagi
2360,459,896,248,47,552595,18/04/2022,439,612,uwagi
2361,254,393,139,572,590798,09/04/2022,726,121,uwagi
2362,74,931,324,212,520083,11/04/2022,585,136,uwagi
2363,284,281,273,600,586254,08/04/2022,76,452,uwagi
2364,955,992,28,413,588738,18/04/2022,276,459,uwagi
2365,414,714,71,668,510694,16/04/2022,209,239,uwagi
2366,15,935,360,89,586456,14/04/2022,684,301,uwagi
2367,66,268,436,349,554878,17/04/2022,709,948,uwagi
2368,412,784,400,366,577498,04/04/2022,427,779,uwagi
2369,663,703,238,76,541595,19/04/2022,308,743,uwagi
2370,523,516,982,538,545003,09/04/2022,342,627,uwagi
2371,315,25,927,380,529269,16/04/2022,362,729,uwagi
2372,842,71,677,253,585350,17/04/2022,77,619,uwagi
2373,629,504,397,291,520502,11/04/2022,634,367,uwagi
2374,621,941,110,144,545675,05/04/2022,91,682,uwagi
2375,907,433,308,222,545700,13/04/2022,235,602,uwagi
2376,750,597,331,592,566624,16/04/2022,7,844,uwagi
2377,520,83,463,149,558593,18/04/2022,859,440,uwagi
2378,791,493,806,412,543294,12/04/2022,915,556,uwagi
2379,890,6,238,797,543811,04/04/2022,546,18,uwagi
2380,896,780,620,645,537552,04/04/2022,950,236,uwagi
2381,42,956,80,562,503891,19/04/2022,543,710,uwagi
2382,625,401,149,416,589266,05/04/2022,955,828,uwagi
2383,326,870,384,216,587496,05/04/2022,622,12,uwagi
2384,314,167,30,209,594591,15/04/2022,649,853,uwagi
2385,322,599,89,364,555401,13/04/2022,169,925,uwagi
2386,593,711,635,218,511145,13/04/2022,784,634,uwagi
2387,5,738,462,330,560653,18/04/2022,845,545,uwagi
2388,482,467,557,795,563247,19/04/2022,587,3,uwagi
2389,579,236,856,900,583307,15/04/2022,945,263,uwagi
2390,388,114,188,981,582443,16/04/2022,823,198,uwagi
2391,936,606,832,940,534257,06/04/2022,293,270,uwagi
2392,950,138,815,431,560358,19/04/2022,372,226,uwagi
2393,237,958,228,815,519279,11/04/2022,84,715,uwagi
2394,26,29,978,413,514187,09/04/2022,165,393,uwagi
2395,967,987,591,903,559215,16/04/2022,423,843,uwagi
2396,935,715,112,884,585231,11/04/2022,927,315,uwagi
2397,456,298,540,692,525571,12/04/2022,768,507,uwagi
2398,449,852,221,475,587946,09/04/2022,198,888,uwagi
2399,22,363,281,988,534969,13/04/2022,871,890,uwagi
2400,942,294,732,877,500775,11/04/2022,844,761,uwagi
2401,861,771,75,316,506840,11/04/2022,615,8,uwagi
2402,325,382,515,773,523296,09/04/2022,735,247,uwagi
2403,113,933,135,134,529529,09/04/2022,415,122,uwagi
2404,645,286,12,587,557849,17/04/2022,744,464,uwagi
2405,587,588,224,447,535749,11/04/2022,299,763,uwagi
2406,426,913,771,751,529477,17/04/2022,285,523,uwagi
2407,528,20,770,641,595164,16/04/2022,904,774,uwagi
2408,247,319,896,892,560384,17/04/2022,907,479,uwagi
2409,183,650,943,769,523674,16/04/2022,166,215,uwagi
2410,595,465,978,21,537736,06/04/2022,748,771,uwagi
2411,673,32,293,200,505057,09/04/2022,63,841,uwagi
2412,3,967,614,250,528463,05/04/2022,510,142,uwagi
2413,889,416,620,71,506536,18/04/2022,562,840,uwagi
2414,303,728,55,897,519225,09/04/2022,32,917,uwagi
2415,570,779,687,242,581014,09/04/2022,980,442,uwagi
2416,861,42,282,863,500807,12/04/2022,896,113,uwagi
2417,293,405,254,182,582042,09/04/2022,873,252,uwagi
2418,886,435,92,188,516271,09/04/2022,146,85,uwagi
2419,355,178,1,925,595568,18/04/2022,688,167,uwagi
2420,766,667,608,627,570862,18/04/2022,890,490,uwagi
2421,717,786,602,10,518985,10/04/2022,855,191,uwagi
2422,11,728,443,897,516255,06/04/2022,534,84,uwagi
2423,326,680,169,681,585668,04/04/2022,169,605,uwagi
2424,813,857,772,579,552305,08/04/2022,380,205,uwagi
2425,232,269,695,949,505383,14/04/2022,296,958,uwagi
2426,244,151,149,254,587803,13/04/2022,591,150,uwagi
2427,41,125,234,366,580451,08/04/2022,403,47,uwagi
2428,662,571,651,474,542721,04/04/2022,423,52,uwagi
2429,951,802,257,182,506995,05/04/2022,951,131,uwagi
2430,124,247,89,368,539658,18/04/2022,237,622,uwagi
2431,275,828,772,316,595221,17/04/2022,6,682,uwagi
2432,757,408,728,418,597834,13/04/2022,379,892,uwagi
2433,406,801,944,356,560142,10/04/2022,200,538,uwagi
2434,672,151,669,796,539623,12/04/2022,757,163,uwagi
2435,793,993,785,68,581980,19/04/2022,556,383,uwagi
2436,772,561,64,529,596810,10/04/2022,791,947,uwagi
2437,947,169,839,352,596904,18/04/2022,782,708,uwagi
2438,571,981,246,242,513062,13/04/2022,914,37,uwagi
2439,527,670,200,320,566208,13/04/2022,984,388,uwagi
2440,482,540,770,254,509975,10/04/2022,834,783,uwagi
2441,68,625,730,15,579305,09/04/2022,568,367,uwagi
2442,763,349,74,333,532888,11/04/2022,320,575,uwagi
2443,460,234,612,987,590264,19/04/2022,811,307,uwagi
2444,565,795,694,47,533358,12/04/2022,463,301,uwagi
2445,434,297,84,502,592046,13/04/2022,813,516,uwagi
2446,714,380,882,476,572766,18/04/2022,956,809,uwagi
2447,57,276,383,517,550820,11/04/2022,994,503,uwagi
2448,411,805,809,976,559932,05/04/2022,502,23,uwagi
2449,933,965,323,367,526075,06/04/2022,406,868,uwagi
2450,182,218,383,895,559720,10/04/2022,265,371,uwagi
2451,325,221,179,382,549538,06/04/2022,561,898,uwagi
2452,4,555,400,415,535954,12/04/2022,209,390,uwagi
2453,959,710,413,892,567443,18/04/2022,735,259,uwagi
2454,936,141,126,117,535813,12/04/2022,509,12,uwagi
2455,956,773,382,281,599304,13/04/2022,560,662,uwagi
2456,489,121,560,492,567556,15/04/2022,959,907,uwagi
2457,36,168,297,994,587722,18/04/2022,709,886,uwagi
2458,552,444,144,487,558342,07/04/2022,270,604,uwagi
2459,942,778,615,897,555031,17/04/2022,996,178,uwagi
2460,544,556,839,32,567641,19/04/2022,398,524,uwagi
2461,352,357,431,388,552394,07/04/2022,727,382,uwagi
2462,402,435,267,953,587806,12/04/2022,411,440,uwagi
2463,462,680,43,404,545719,16/04/2022,658,300,uwagi
2464,8,653,477,551,520861,09/04/2022,316,583,uwagi
2465,886,714,107,237,507000,04/04/2022,537,625,uwagi
2466,594,264,6,996,569796,18/04/2022,272,948,uwagi
2467,577,683,388,38,536207,14/04/2022,431,441,uwagi
2468,820,88,741,827,574065,12/04/2022,218,378,uwagi
2469,950,533,961,835,524632,19/04/2022,67,72,uwagi
2470,317,604,696,911,586612,11/04/2022,701,906,uwagi
2471,565,973,854,141,565464,06/04/2022,241,178,uwagi
2472,17,672,619,836,575893,11/04/2022,359,663,uwagi
2473,500,576,41,449,510884,13/04/2022,1,284,uwagi
2474,356,68,355,672,567026,04/04/2022,50,582,uwagi
2475,537,751,488,101,572241,12/04/2022,341,241,uwagi
2476,378,582,419,394,525251,13/04/2022,37,230,uwagi
2477,12,395,893,512,597062,07/04/2022,933,960,uwagi
2478,80,934,243,435,500054,15/04/2022,598,107,uwagi
2479,671,648,688,208,539722,07/04/2022,176,308,uwagi
2480,120,516,549,497,509666,18/04/2022,967,891,uwagi
2481,350,3,121,361,539731,05/04/2022,13,872,uwagi
2482,368,946,832,448,587883,17/04/2022,75,883,uwagi
2483,880,672,989,551,531894,05/04/2022,676,758,uwagi
2484,717,851,65,836,536641,11/04/2022,614,333,uwagi
2485,464,580,223,813,558203,08/04/2022,344,173,uwagi
2486,980,356,45,348,530113,14/04/2022,877,795,uwagi
2487,180,951,677,60,562236,16/04/2022,665,610,uwagi
2488,942,341,367,658,519173,12/04/2022,432,494,uwagi
2489,559,45,826,22,562442,15/04/2022,49,834,uwagi
2490,207,392,7,186,574740,05/04/2022,51,534,uwagi
2491,49,927,328,229,587741,10/04/2022,5,288,uwagi
2492,500,670,898,442,500983,14/04/2022,265,99,uwagi
2493,202,696,592,760,574092,09/04/2022,418,781,uwagi
2494,366,467,615,572,585785,11/04/2022,621,758,uwagi
2495,606,672,291,654,559850,06/04/2022,619,883,uwagi
2496,476,623,171,976,529174,07/04/2022,68,417,uwagi
2497,302,332,516,504,502753,09/04/2022,108,263,uwagi
2498,769,525,44,134,599068,13/04/2022,659,706,uwagi
2499,849,279,464,454,595048,05/04/2022,754,108,uwagi
2500,549,373,990,25,599472,14/04/2022,160,1,uwagi
2501,287,228,418,589,555889,10/04/2022,933,92,uwagi
2502,587,40,355,355,556407,09/04/2022,398,489,uwagi
2503,555,56,195,404,533486,07/04/2022,658,858,uwagi
2504,286,412,965,835,578325,11/04/2022,955,860,uwagi
